word,n
slp i have,1
slp working in,1
small and your,1
so excited then,1
so good instructions,1
so good that,1
so he has,1
so many features,1
so much 2,1
so much importing,1
so she didn't,1
so students could,1
so the hierarchy,1
so user friendly,1
software you get,1
some of my,1
some of the,1
someone asked who,1
something note that,1
son after years,1
son loves his,1
son speech therapist,1
son who's 26,1
soon as you,1
sound and the,1
sound system cool,1
sound through a,1
sounds people with,1
space rather than,1
special ed students,1
specialist and this,1
speech i have,1
speech or text,1
speech pathologist and,1
speech pathologists you,1
speech therapist but,1
speech therapist i,1
speech therapist using,1
square also you,1
staff ask for,1
stage of throwing,1
start small and,1
starts to make,1
state has where,1
state paraeducator certificate,1
still my go,1
stolen dropped or,1
straight forward took,1
struggle with communication,1
student achievement mytalktools,1
student doesn't already,1
student just to,1
student selects the,1
student to try,1
student who can,1
student who has,1
student will can,1
student's use and,1
students could run,1
students devices using,1
students give an,1
students interact with,1
students needs more,1
students on the,1
students or those,1
students so she,1
students using mytalktools,1
stuff to find,1
stumbled on this,1
sub boards galore,1
sub boards since,1
subjects wants and,1
successfully my son,1
support diverse aac,1
support for verbal,1
support is excellent,1
supported level they,1
sure how i,1
symbolix and public,1
synced with a,1
synchronized with a,1
synth voice that,1
system cool additionally,1
systems they can,1
talk as magical,1
talk its so,1
talk this is,1
talk tools hi,1
talk tools lite,1
talk tools rock,1
tap his pictures,1
teach to family,1
teacher associate i've,1
teacher mytalktools is,1
teachers and speech,1
teachers of students,1
teachers on student,1
teaching and assessing,1
team of professionals,1
technical support is,1
tell me with,1
tell others favorite,1
testing at one,1
text to speech,1
th year working,1
than ever and,1
than most apps,1
than the boaring,1
than using another,1
thank you for,1
thank you very,1
thanks for developing,1
that an mc,1
that are highly,1
that brand into,1
that can be,1
that can make,1
that costs thousands,1
that could be,1
that faces the,1
that he might,1
that is already,1
that is intelligently,1
that isn't busy,1
that it was,1
that may be,1
that one day,1
that one needs,1
that said his,1
that someone asked,1
that the program,1
that the users,1
that uses dropbox,1
that you can't,1
that you guys,1
that's how intuitive,1
that's why they,1
the 4 years,1
the acapela voice,1
the actual restaurants,1
the added fee,1
the affordability of,1
the alternate assessment,1
the app i,1
the app is,1
the basics are,1
the beauty is,1
the board creator,1
the board is,1
the boaring black,1
the camera that,1
the cameraman didn't,1
the changes immediately,1
the choice disapears,1
the cloud to,1
the comments that,1
the community etc,1
the community i,1
the company listens,1
the conversation we,1
the customer service,1
the data is,1
the detailed training,1
the different activities,1
the end user,1
the event that,1
the expensive dangerous,1
the facilitator's face,1
the fact that,1
the first time,1
the free version,1
the future the,1
the hierarchy of,1
the image or,1
the images are,1
the importance of,1
the incorrect answer,1
the instructions were,1
the interface is,1
the internet for,1
the ipad is,1
the ipad photo,1
the ipad plus,1
the ipad seems,1
the ipad which,1
the ipad without,1
the lite version,1
the lowest one,1
the main reason,1
the mc was,1
the mobile app,1
the money it,1
the novice mytalktools,1
the online workspace,1
the only app,1
the only complaint,1
the only way,1
the option to,1
the package instantly,1
the perfect app,1
the picture blinks,1
the picture you,1
the process my,1
the program uses,1
the push to,1
the response is,1
the responsiveness is,1
the restaurant websites,1
the school year,1
the show on,1
the show with,1
the simplicity of,1
the sound and,1
the sound through,1
the space rather,1
the stage of,1
the student to,1
the students devices,1
the students so,1
the symbolix and,1
the synth voice,1
the technical support,1
the trial board,1
the trial unless,1
the tutorials are,1
the tutorials guide,1
the user to,1
the users hate,1
the voice or,1
the ways we,1
the web incredibly,1
the whole board,1
the whole class,1
the wonderful tool,1
the workspace is,1
the workspace to,1
the years there,1
their board it's,1
their board on,1
their classroom too,1
their i device,1
their students interact,1
their voice for,1
them later with,1
them on your,1
them to meet,1
themselves the technical,1
then they can,1
therapist but app,1
therapist i have,1
therapist using this,1
there are a,1
there are lots,1
there are more,1
there are three,1
there i cannot,1
there i programmed,1
there's a field,1
these are some,1
these boards on,1
they are easier,1
they are patient,1
they are slow,1
they are trained,1
they can actually,1
they can cause,1
they created the,1
they end up,1
they get so,1
they have worked,1
they've really thought,1
this a a,1
this apart from,1
this app bick,1
this app for,1
this app i,1
this app into,1
this app more,1
this app on,1
this app the,1
this app you,1
this because of,1
this continues to,1
this field by,1
this free version,1
this highly enough,1
this i am,1
this is amazing,1
this is for,1
this is really,1
this one but,1
this one i,1
this program is,1
this software you,1
this will be,1
those infantile line,1
those who struggle,1
those who work,1
those with disabilities,1
though it is,1
thought it through,1
thought out than,1
thousands it is,1
three answers and,1
thrilled to find,1
through a sound,1
through all the,1
through myriads of,1
through the process,1
through the responsiveness,1
through the years,1
throughout the school,1
throwing his device,1
time and love,1
time before the,1
time my patient,1
time to understand,1
times in the,1
tiny square also,1
to 20 oral,1
to a form,1
to a tiny,1
to a user,1
to aac way,1
to add in,1
to allow your,1
to an lcd,1
to author on,1
to back up,1
to be a,1
to be on,1
to choose from,1
to communicate let's,1
to communicate successfully,1
to convince facilities,1
to customize it,1
to customize mytalk,1
to delete and,1
to edit them,1
to enable faster,1
to evaluate teachers,1
to explore i,1
to family members,1
to find mytalk,1
to find what,1
to fit your,1
to follow along,1
to get himself,1
to give you,1
to go in,1
to go to,1
to help my,1
to help with,1
to her son,1
to listen to,1
to look for,1
to make adding,1
to make sense,1
to meet new,1
to modify boards,1
to none i,1
to program the,1
to purchase it,1
to quickly make,1
to recognize the,1
to recommend this,1
to save units,1
to say i,1
to see his,1
to see if,1
to see what,1
to serve as,1
to setting it,1
to speech i,1
to support diverse,1
to teach to,1
to the conversation,1
to the novice,1
to their board,1
to them later,1
to those who,1
to tool in,1
to try again,1
to understand it,1
to use any,1
to use app,1
to use as,1
to use to,1
to watch about,1
to weed through,1
today i used,1
too do go,1
took me a,1
tool and can,1
tool but can,1
tool in my,1
tool to help,1
tool to serve,1
tools about 3,1
tools and we,1
tools hi everyone,1
tools home school,1
tools lite i,1
totally worth the,1
touch of a,1
touch via apple,1
trained because the,1
training because this,1
training was required,1
trial board website,1
trial to see,1
trial unless i,1
tricky at first,1
tried one other,1
tried several communication,1
tried to use,1
true i've used,1
try again from,1
try it out,1
tutorials are well,1
tutorials guide you,1
tv add the,1
tv mirroring on,1
tv the cameraman,1
two choices naturally,1
two years my,1
type in a,1
typed that brand,1
typing a keyword,1
typing in a,1
unable to use,1
understand it you,1
unique needs i,1
units of work,1
unless i provided,1
up and edit,1
up and synchronized,1
up boards for,1
up but i,1
up i can,1
up into the,1
up pretty well,1
up the data,1
up the instructions,1
up the students,1
up their board,1
up when he,1
up with those,1
update mytalktools had,1
update to make,1
updates mytalktools can,1
usable vs other,1
use and family,1
use and unique,1
use any problems,1
use app i,1
use app you,1
use as a,1
use clipart from,1
use for the,1
use have been,1
use mytalk tools,1
use of your,1
use photos of,1
use the professional,1
use the synth,1
use these are,1
use this app,1
use to the,1
used as a,1
used for testing,1
used it to,1
used mytalk for,1
used the lite,1
used the mobile,1
used the workspace,1
useful with all,1
user friendly you,1
user manual even,1
user name and,1
user once the,1
user to look,1
username and password,1
users and keeps,1
users hate so,1
users through the,1
uses dropbox you,1
uses facilitated communication,1
uses the cloud,1
using another program,1
using mytalktools i've,1
using the camera,1
using the online,1
using this app,1
using workspace once,1
using workspace some,1
variety of subjects,1
verbal communication it,1
verbal once i,1
verbal student just,1
version i know,1
version will give,1
version with my,1
very clean and,1
very easy to,1
very good app,1
very much for,1
very much this,1
very powerful tool,1
very useful with,1
very well layed,1
via apple tv,1
video to an,1
visual feedback downsides,1
visual support for,1
visually mytalktools is,1
vjs out of,1
voice and own,1
voice back i,1
voice for the,1
voice or use,1
voice thanks for,1
voice that is,1
voice to those,1
voice today i,1
voice was so,1
voila your boards,1
vs other programs,1
wants and needs,1
wants to watch,1
was a little,1
was able to,1
was an ipad,1
was easy and,1
was happy to,1
was much less,1
was priceless am,1
was redirected to,1
was referred by,1
was required he,1
was so good,1
was students using,1
was unable to,1
was very easy,1
was when she,1
watch about family,1
watched the show,1
way i've found,1
way to go,1
way to setting,1
ways we use,1
we are now,1
we buy a,1
we get an,1
we have tried,1
we use clipart,1
we use mytalk,1
we use photos,1
we were thrilled,1
web based authoriing,1
web based authoring,1
web incredibly easily,1
web search and,1
website i was,1
websites was easy,1
weed through myriads,1
well as a,1
well conceived app,1
well layed out,1
well made start,1
well photographed clean,1
well thought out,1
went on a,1
were no help,1
were thrilled to,1
what a great,1
what else he,1
what my student,1
what recreational activities,1
when authoring new,1
when dining out,1
when he pressed,1
when i tried,1
when pasting cells,1
when responding and,1
when she watched,1
when there's a,1
where it's a,1
where pain is,1
where there are,1
where you're limited,1
which has been,1
which is ironic,1
while at dayhab,1
white line drawings,1
who can select,1
who has intellectual,1
who struggle with,1
who the mc,1
who work with,1
who's 26 has,1
whole board the,1
whole class to,1
why they end,1
will always remember,1
will be full,1
will be my,1
will can use,1
will give you,1
wink movement to,1
with a couple,1
with a degenerative,1
with a few,1
with a student,1
with a touch,1
with all the,1
with apple tv,1
with communication and,1
with communication at,1
with curriculum content,1
with disabilities also,1
with disabilities as,1
with his new,1
with my adult,1
with my non,1
with no physical,1
with special ed,1
with the app,1
with the option,1
with this app,1
with this software,1
with those infantile,1
within a few,1
without having to,1
without investing a,1
without using workspace,1
wonderful tool to,1
work and in,1
work throughout the,1
work with special,1
workarounds but it,1
worked at getting,1
worked great for,1
working for my,1
working in rehab,1
working with a,1
workspace can we,1
workspace however it,1
workspace is a,1
workspace is totally,1
workspace once again,1
workspace some of,1
workspace to quickly,1
workspace to set,1
workspace you can,1
worth the money,1
would continue to,1
would say so,1
wow what a,1
year and return,1
year old grandson,1
year working with,1
years ago i,1
years my colleagues,1
years now it,1
years of saying,1
years of use,1
years serving as,1
years there are,1
yes no class,1
yes thank you,1
yes yes thank,1
yogurt and i,1
you an idea,1
you because mytalktools,1
you can create,1
you can customize,1
you can get,1
you can have,1
you can imagine,1
you can import,1
you can keep,1
you can log,1
you can miss,1
you can replicate,1
you can't delete,1
you for the,1
you get your,1
you guys are,1
you guys have,1
you have designed,1
you have put,1
you hear the,1
you learn it,1
you people really,1
you press the,1
you quickly figure,1
you simply put,1
you through the,1
you to her,1
you very much,1
you visual feedback,1
you will be,1
you're limited to,1
your boards are,1
your child be,1
your data is,1
your find before,1
your lcd projector,1
your needs an,1
your new device,1
your own ipad,1
your own photos,1
your user name,1
