word,n
speak its the,1
speak what she,1
spectrum before his,1
spectrum college student,1
speech and communication,1
speech and has,1
speech as both,1
speech device the,1
speech ground by,1
speech or not,1
speech problems and,1
speech problems it,1
speech program this,1
speech she often,1
speech therapist she,1
stand which opens,1
stars is because,1
start and cost,1
start high school,1
started with just,1
straps so you,1
strong handle and,1
strong rugged case,1
student who is,1
such an app,1
such as my,1
such as shopping,1
support both through,1
support page i,1
suspected to be,1
swipe left to,1
swipe the page,1
swiping up down,1
syndrome it’s a,1
syndrome kleinfelter syndrome,1
take pictures from,1
take your own,1
taking a picture,1
talk to our,1
telling me what,1
than that it’s,1
than we do,1
thank you assistiveware,1
thank you autistic,1
that assist her,1
that expensive compared,1
that i can,1
that i could,1
that it can,1
that it’s good,1
that off other,1
that really work,1
that she would,1
that such an,1
that with no,1
the ability to,1
the advice from,1
the amount of,1
the app across,1
the app helps,1
the app i,1
the app since,1
the app with,1
the best app,1
the best one,1
the characteristics of,1
the child has,1
the courage to,1
the degree of,1
the device also,1
the device with,1
the different assistiveware,1
the first time,1
the frustration of,1
the grid to,1
the hang of,1
the hearing people,1
the help of,1
the highest recommended,1
the increased degree,1
the interpreter by,1
the ipad app,1
the ipad but,1
the news for,1
the only reason,1
the only thing,1
the other ones,1
the page for,1
the paper work,1
the past 6,1
the perfect app,1
the purchase for,1
the recommended intermediate,1
the rest of,1
the size as,1
the spectrum before,1
the things are,1
the time our,1
the voices are,1
the white hurts,1
the worthwhile purchase,1
them and pick,1
then it has,1
therapies they would,1
therapist she took,1
therapists i really,1
there are amplified,1
there are multiple,1
there for communication,1
there names you,1
there you know,1
they listened to,1
they will or,1
they would drill,1
thing i wish,1
things are though,1
things like taking,1
this app has,1
this app helped,1
this app if,1
this app is,1
this app on,1
this app our,1
this app proloquo2go,1
this app was,1
this is an,1
this program is,1
this program on,1
this to communicate,1
this was the,1
this years ago,1
though i use,1
though not that,1
thought because she,1
three not long,1
through developer and,1
through undergo a,1
tics after a,1
time it has,1
time our son,1
time since i,1
to access the,1
to add things,1
to add to,1
to all who,1
to autistic people,1
to be exact,1
to be on,1
to be progressive,1
to communicate becuase,1
to communicate using,1
to communicate with,1
to cover his,1
to currently like,1
to do that,1
to figure out,1
to get notifications,1
to give her,1
to go with,1
to it and,1
to it speak,1
to kindergarten she,1
to manage this,1
to match my,1
to my delight,1
to my friends,1
to my roommates,1
to navigate and,1
to our dismay,1
to our pictures,1
to program and,1
to prove that,1
to repeat different,1
to repeat what,1
to right were,1
to say i,1
to say something,1
to select leisure,1
to show him,1
to speak in,1
to speech as,1
to start and,1
to start high,1
to swipe left,1
to the other,1
to turn that,1
to use it,1
to use once,1
toddler the only,1
toddler who we,1
told it’s probably,1
took care of,1
tools that assist,1
totally recommend it,1
tried to give,1
tries to repeat,1
trip for various,1
trouble swiping up,1
try to show,1
turn off is,1
turn that off,1
turned three not,1
typed she loves,1
types into the,1
under you can,1
undergo a positive,1
understand what he,1
unless prompted to,1
up down for,1
up fairly well,1
update please make,1
us for the,1
us the frustration,1
use a library,1
use all of,1
use i researched,1
use it in,1
use once you,1
use the app,1
use this to,1
use this was,1
use which i,1
used for each,1
users support page,1
uses it to,1
uses this app,1
using communication partner,1
using the app,1
utilized into adulthood,1
various activities such,1
verbal autistic and,1
verbal for years,1
verbal unless prompted,1
versatile in helping,1
versatile you can,1
very easy to,1
very helpful in,1
very motivating for,1
very simple to,1
voice for k,1
voice i am,1
voice to go,1
voice we thought,1
voices are seoprate,1
voices avail which,1
voices you can,1
want on ease,1
want we started,1
wanted it has,1
wanted me to,1
wants and spared,1
wants used for,1
was 5 heading,1
was heavy slow,1
was just repeating,1
was originally nonverbal,1
was saying nothing,1
was seven years,1
was the highest,1
was very helpful,1
was very motivating,1
was well under,1
way and liberates,1
we all swipe,1
we appreciate how,1
we do this,1
we even have,1
we have been,1
we have tried,1
we started with,1
we suspected to,1
we thought because,1
we try to,1
we were told,1
we would be,1
wear the device,1
well i am,1
well to my,1
"well under 1,000",1
were all of,1
were included since,1
were told it’s,1
we’re what goes,1
whammy when it,1
what appears to,1
what each item,1
what goes and,1
what he says,1
what other people,1
what pictures she,1
what she needed,1
what to add,1
when it comes,1
when you cannot,1
whether the child,1
which i have,1
which i love,1
which is helped,1
which opens and,1
which was very,1
which you can,1
while highly recommend,1
while i am,1
white hurts my,1
who have similar,1
who is more,1
who is nonverbal,1
who was originally,1
who we suspected,1
whoever as i,1
will or may,1
wish i had,1
wish it had,1
wish that i,1
with a protective,1
with a stand,1
with a strong,1
with awesome support,1
with it i,1
with just a,1
with my son,1
with no problem,1
with speech problems,1
with the advice,1
with the hearing,1
with the help,1
with the proloquo2go,1
with there names,1
with whoever as,1
within the app,1
woman who is,1
woman who was,1
words change pronounces,1
work for my,1
work for us,1
world to prove,1
worth every penny,1
worthwhile purchase of,1
would be on,1
would drill me,1
would eventually began,1
would love it,1
years 11 to,1
years ago because,1
years and love,1
years old i,1
years old this,1
you autistic community,1
you can also,1
you can buy,1
you can even,1
you can get,1
you can make,1
you can take,1
you can use,1
you can wear,1
you cannot understand,1
you don’t loose,1
you feel your,1
you get the,1
you know they,1
you want on,1
you want we,1
your body so,1
your device’s album,1
your ipad is,1
your own images,1
your own pictures,1
